Date,ISO Week,Reporting week,Time (A),State,LGA,Village,Road,Lat,Long,Description,Incident type,Incident Category,Threat Category,Perpetrator,Target,Fatality
7/25/2021,31,23.07.2021 - 29.07.2021,12:00,BORNO,NGANZAI,GASARWA,MONGUNO - GAJIRAM RD,12.61837006,13.3320303,"OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped several commercial vehicles in transit. The operatives carjacked one commercial vehicle loaded with foodstuff and valuables and temporarily detained the driver. They drove the vehicle to the nearby bush, offloaded the items, siphoned the fuel from it and subsequently released the driver and the vehicle.",IVCP,Theft,Terrorism,OAG,Civilians,0
7/25/2021,31,23.07.2021 - 29.07.2021,12:00,BORNO,KAGA,NGAMDU,MAIDUGURI - NGAMDU RD,11.76387978,12.25374985,"GF/NA arrested a male criminal passing himself as a GF/NPF member while in transit aboard a commercial vehicle. GF/NA recovered 220 rounds of ammunition, one hand grenade and a knife from him at a GF/NA vehicle checkpoint. ",Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
7/25/2021,31,23.07.2021 - 29.07.2021,19:00,BORNO,JERE/MAIDUGURI,MAIDUGURI,,11.82287979,13.1577301,"An unspecified number of criminals arrived aboard a motorised tricycle, snatched a bag with valuables from a female civilian and then pushed her away inflicting minor injuries. The incident happened while the victim was waiting to board a commercial tricycle by the roadside after stepping out of the supermarket's perimeter area. ",Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
7/25/2021,31,23.07.2021 - 29.07.2021,19:00,ADAMAWA,YOLA NORTH,YOLA,,9.256464005,12.44926834,‘Shilla’ gang members armed with knives pretending to be regular passengers of a motorised tricycle injured and robbed another male passenger of money and valuables.,Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/25/2021,31,23.07.2021 - 29.07.2021,20:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,"GF/NA fired machine guns towards Goniri Kadauye upon sighting suspected OAG operatives, prompting them to return fire. The exchange lasted for several minutes until the operatives retreated. The outcome was unknown.",Warning shots,Attack,Armed Conflict,Government Forces,OAG,0
7/25/2021,31,23.07.2021 - 29.07.2021,20:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,GF/NA fired three heavy artillery projectiles towards Fadagwe axis upon sighting suspected OAG movements.,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
7/25/2021,31,23.07.2021 - 29.07.2021,20:00,BORNO,JERE/MAIDUGURI,MAIDUGURI,,11.82287979,13.1577301,Criminals arrived aboard a motorised tricycle and snatched groceries from a male civilian. The incident happened while the victim was standing by the roadside waiting to board a commercial tricycle  after stepping out of the supermarket's perimeter area.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
7/25/2021,31,23.07.2021 - 29.07.2021,21:00,BORNO,JERE/MAIDUGURI,MAIDUGURI,,11.82059956,13.16009998,GF/CJTF members together with local security guards acted on a tip-off and apprehended three male individuals at the parking lot outside the supermarket's perimeter. The males are suspected to have robbed a female civilian at 1900hrs and a male civilian at 2000hrs at the same location.,Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
7/26/2021,31,23.07.2021 - 29.07.2021,01:00,ADAMAWA,MUBI SOUTH,DIRBISHI,,10.19696426,13.41046715,Criminals armed with handguns abducted a male civilian from his private residence. They also shot and injured another male civilian that resisted.,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
7/26/2021,31,23.07.2021 - 29.07.2021,02:00,ADAMAWA,NUMAN,NUMAN,,9.459844589,12.03592873,Criminals burgled a residence and rustled a pig. ,Burglary,Theft,Criminality,Criminals,Civilians,0
7/26/2021,31,23.07.2021 - 29.07.2021,04:00,ADAMAWA,MADAGALI,DUHU,,10.78749084,13.45122337,Two male criminals rustled goats from the backyard of a private residence. Vigilantes apprehended them in Lassa several hours later. ,Cattle rustling,Theft,Criminality,Criminals,Civilians,0
7/26/2021,31,23.07.2021 - 29.07.2021,08:00,BORNO,KONDUGA,SHETTIMARI,KONDUGA - BAMA RD,11.55580997,13.56984997,GF/NA recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
7/26/2021,31,23.07.2021 - 29.07.2021,08:00,BORNO,ASKIRA/UBA,LASSA,,10.68041611,13.2732296,"Vigilantes, acting on a tip-off, apprehended two criminals at a local market and recovered the stolen livestock from them. The criminals had stolen two goats from a private residence in Duhu village at 0400hrs on the same day.",Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
7/26/2021,31,23.07.2021 - 29.07.2021,09:00,BORNO,MONGUNO,MONGUNO,,12.67127609,13.61670399,Three male OAG operatives approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/26/2021,31,23.07.2021 - 29.07.2021,09:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.93066025,12.52330017,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped several commercial vehicles in transit and asked for passenger's identifications before allowing them to continue their journey. No abductions or robberies were reported. ,IVCP,Confine,Terrorism,OAG,Civilians,0
7/26/2021,31,23.07.2021 - 29.07.2021,17:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,GF/NA fired one heavy artillery projectile towards Lawanti axis upon sighting a suspected OAG gathering.,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
7/26/2021,31,23.07.2021 - 29.07.2021,19:00,ADAMAWA,YOLA SOUTH,MBAMBA KWANA,,9.172149658,12.54773998,‘Shilla’ gang members armed with knives pretending to be regular passengers of a motorised tricycle robbed two other passengers -a male and a female- of money and valuables. They also injured the male passenger for resisting.,Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/26/2021,31,23.07.2021 - 29.07.2021,23:00,GOMBE,BALANGA,NYUAR,,9.77993679,11.75268173,"Individuals of Waja ethnicity armed with machetes attacked and injured five individuals of Lunguda ethnicity and set on fire several of their houses. Shortly after, the members of Lugunda ethnic group mobilised, prompting the Wajas to retreat. ",Arson attack,Attack,Armed Conflict,Tribal Militia,Tribal Militia,0
7/26/2021,31,23.07.2021 - 29.07.2021,U/N,BORNO,JERE/MAIDUGURI,MAIDUGURI,,11.83460045,13.18200016,Criminals entered a parking lot and stole a car battery from a vehicle.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,02:00,ADAMAWA,YOLA SOUTH,YOLA,,9.199999809,12.48333263,Criminals armed with handguns attempted to break into a private residence. Nearby vigilantes deployed and exchanged fire with them until the criminals retreated. No casualties were reported.  ,SAF attack,Theft,Criminality,Criminals,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,02:00,YOBE,TARMUA,KURNAWA,,12.30420017,11.89863968,"Criminals rustled cattle from a private residence. Following a tip-off, GF/NPF arrested the criminals in Babbangida on 28.07.2021.",Arrest/Detention,Theft,Criminality,Criminals,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,09:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,Three male OAG operatives and one female OAG family member approached a GF/CJTF position and surrendered. The operatives also handed over one rifle to the GF/CJTF.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/27/2021,31,23.07.2021 - 29.07.2021,09:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,Two suspected OAG family members -a mother and her child- approached a GF/CJTF position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/27/2021,31,23.07.2021 - 29.07.2021,10:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.93101978,12.5235796,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,11:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,Seven male OAG operatives together with their family members -two females and a female child- approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/27/2021,31,23.07.2021 - 29.07.2021,11:00,BORNO,NGANZAI,ABBARI,,12.50603199,13.31987286,"OAG operatives with rifles on foot entered a farmland and confiscated a tractor from a male farmer. Subsequently, the operatives demanded a sum of 100,000 Naira as a payment to secure the return of the tractor.",Intimidation,Theft,Terrorism,OAG,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,12:00,BORNO,GUBIO,KADAURI,,12.55649567,12.89389515,OAG operatives with rifles aboard a vehicles  summoned the residents of the area and ordered them not to plant sesame seeds in their farmlands but allowed them to plant other seeds. The operatives also threatened to punish civilians that disobeyed the order and left the area without giving any explanations for imposing this rule.,Intimidation,Threat,Terrorism,OAG,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,17:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,GF/NA fired machine guns towards Yaleri Kurna axis upon sighting suspected OAG movements. The operatives fired back and subsequently retreated. No casualties were reported.,Warning shots,Attack,Armed Conflict,Government Forces,OAG,0
7/27/2021,31,23.07.2021 - 29.07.2021,18:00,GOMBE,BALANGA,BALANGA,,9.94525528,11.60076141,"Gombe state government imposed an indefinite 24-hour curfew in this location, Nyuwar, Jessu, Heme, Yolde, Gelentuku, Sikam and Wala-Lunguda towns. The curfew was linked to the ethno-political clashes between Lunguda and Waja ethnic groups that occurred on 26.07.2021.",Movement restriction,Rule,Hazardous,Government Forces,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,19:00,GOMBE,BALANGA,JESSU,,9.734499931,11.77579975,Individuals of Lunguda ethnicity armed with machetes attacked persons belonging to the Waja ethnic group and set on fire several of their houses. Details on casualty numbers remained unknown.,Knife attack,Attack,Armed Conflict,Tribal Militia,Tribal Militia,0
7/27/2021,31,23.07.2021 - 29.07.2021,19:00,BORNO,KONDUGA,DALWA WEST,,11.65700245,13.03422737,OAG operatives with rifles on motorcycles abducted two male farmers while others managed to escape. The operatives released both farmers unharmed on 28.07.2021 after scrutinising them. ,Kidnap/Abduction,Confine,Terrorism,OAG,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,21:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,Four male criminals armed with knives robbed two female civilians of money and valuables at a bus stop.,Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/27/2021,31,23.07.2021 - 29.07.2021,23:00,BORNO,KONDUGA,KAWURI,,11.57352161,13.5365715,OAG operatives with rifles attacked a GF/NA position prompting GF/NA to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.,SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
7/27/2021,31,23.07.2021 - 29.07.2021,U/N,GOMBE,BALANGA,JESSU,,9.734499931,11.77579975,Farmers of Waja ethnicity armed with machetes and blunt objects encroached on farmlands belonging to the farmers of Lugunda ethnic group and destroyed the crops. No casualties were reported.,Knife attack,Attack,Armed Conflict,Tribal Militia,Tribal Militia,0
7/28/2021,31,23.07.2021 - 29.07.2021,01:00,ADAMAWA,NUMAN,NGBALANG,,9.517868996,12.02180386,Criminals armed with knives broke into a private residence. They robbed a male occupant of his motorcycle and injured him for resisting.,Burglary,Theft,Criminality,Criminals,Civilians,0
7/28/2021,31,23.07.2021 - 29.07.2021,02:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,"A male criminal burgled a private residence and stole a mobile phone. While he was leaving, vigilantes on patrol apprehended him and recovered the stolen item before handing him over to GF/NPF.",Burglary,Theft,Criminality,Criminals,Civilians,0
7/28/2021,31,23.07.2021 - 29.07.2021,08:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,"16 suspected  OAG family members  -three aged men, three children and ten women- approached a GF/NA position and surrendered.",Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/28/2021,31,23.07.2021 - 29.07.2021,09:00,BORNO,KONDUGA,DALWA WEST,,11.65820026,13.03310013,OAG operatives with rifles arrived to the outskirts of the area on motorcycles and released two male farmers they had abducted in Dalwa on 27.07.21 after scrutinising them. ,Kidnap/Abduction,Rule,Terrorism,OAG,Civilians,0
7/28/2021,31,23.07.2021 - 29.07.2021,12:00,BORNO,KONDUGA,DALWA WEST,,11.65700245,13.03422737,"GF/NA together GF/CJTF, acting on a tip-off, conducted an operation against a suspected OAG camp on the outskirts of the area. GF/NA set on fire suspected OAG’s structures and destroyed valuables. No contacts were reported. ",Clearance operations,Attack,Armed Conflict,Government Forces,OAG,0
7/28/2021,31,23.07.2021 - 29.07.2021,13:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.9302597,12.5229702,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
7/28/2021,31,23.07.2021 - 29.07.2021,20:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,Three male criminals armed with knives injured and robbed a male civilian of money and valuables while he was standing by the roadside.,Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/28/2021,31,23.07.2021 - 29.07.2021,21:00,GOMBE,YAMALTU/DEBA,DEBA,,10.21000385,11.38692093,Two male criminals armed with iron rods hit and injured a male motorcycle rider and robbed him of his motorcycle. They attacked the rider once he had parked along a street.,Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/28/2021,31,23.07.2021 - 29.07.2021,U/N,ADAMAWA,NUMAN,NUMAN,,9.459844589,12.03592873,Criminals stole construction materials from a construction site.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
7/28/2021,31,23.07.2021 - 29.07.2021,U/N,YOBE,TARMUA,BABBAN GIDA,,12.10760021,11.75389957,"GF/NPF, acting on a tip-off, arrested three male criminals and recovered the stolen cattle. The criminals had rustled the cattle at Kurnawa village on 27.07.2021. ",Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
7/29/2021,31,23.07.2021 - 29.07.2021,03:00,YOBE,GUJBA,BUNI YADI,,11.27538013,12.0032196,"A male criminal stole three bags of maize from a truck that had broken down on the street. While he was leaving, a nearby security guard sighted him and raised the alarm. The truck driver and other civilians mobilised and apprehended the criminal. They recovered the stolen items and handed him over to GF/NPF.",Burglary,Theft,Criminality,Criminals,Civilians,0
7/29/2021,31,23.07.2021 - 29.07.2021,06:00,GOMBE,BALANGA,SIKKAM,,9.892370224,11.66299057,Individuals suspected to be members of the Lunguda ethnic group encroached on farmlands belonging to the Waja ethnic group and destroyed crops by uprooting them.,Criminal damage,Attack,Armed Conflict,Tribal Militia,Tribal Militia,0
7/29/2021,31,23.07.2021 - 29.07.2021,08:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,11 OAG operatives together with six of their family members -three females and three children- approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/29/2021,31,23.07.2021 - 29.07.2021,09:00,ADAMAWA,MUBI SOUTH,MUBI,,10.25959969,13.27960014,"Two male criminals pretending to be regular passengers aboard a motorised tricycle, stole 60,000 Naira from another male passenger while in transit. Shortly after the passenger disembarked and noticed that the money disappeared, he reported the theft to the nearby hunters, prompting them to pursue the criminals. They apprehended one of them at Gisga area at about 1940hrs on the same day.",Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
7/29/2021,31,23.07.2021 - 29.07.2021,12:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.9302597,12.5229702,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
7/29/2021,31,23.07.2021 - 29.07.2021,13:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,Criminals stole a motorcycle parked along a street.,Theft/Mugging,Theft,Criminality,Criminals,Civilians,0
7/29/2021,31,23.07.2021 - 29.07.2021,17:00,BORNO,KUKAWA,ALI SHERIFFTI,,12.85850906,13.85520172,"OAG operatives with rifles suspected to be ISWAP gathered residents, mostly fishermen, and gave them a four-month ultimatum to bring their family members to stay with them at the location. They threatened to displace the residents from the ""Daular Muslinci"" (Islamic state in Hausa) once the deadline elapsed.",Intimidation,Threat,Terrorism,OAG,Civilians,0
7/29/2021,31,23.07.2021 - 29.07.2021,19:00,ADAMAWA,MUBI SOUTH,MUBI,,10.25959969,13.27960014,"Hunters, acting on a tip-off, apprehended one of the criminals that had stolen 60,000 Naira from a passenger in Kabang at about 0900hrs.",Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
7/29/2021,31,23.07.2021 - 29.07.2021,21:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,GF/NA fired machine guns towards Goniri Kadauye upon sighting suspected OAG movements.,Warning shots,Attack,Armed Conflict,Government Forces,OAG,0
7/29/2021,31,23.07.2021 - 29.07.2021,21:00,ADAMAWA,GIREI,VUNOKLANG,,9.30012989,12.48009014,Two male criminals armed with knives injured a male civilian and robbed him of valuables while he was waiting on the sidewalk to board a commercial ride.,Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/29/2021,31,23.07.2021 - 29.07.2021,01:00,ADAMAWA,MUBI NORTH,MADUGUBA,,10.21773529,13.45651722,Criminals armed with handguns broke into a residence and kidnapped a male civilian. On 30.07.2021 the criminals called the abductee's family member and demanded a ransom.,Kidnap/Abduction,Confine,Criminality,Criminals,Civilians,0
7/29/2021,31,23.07.2021 - 29.07.2021,08:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,36 male OAG operatives with three rifles approached a GF/NA position and surrendered. GF/NA apprehended the operatives and seized the rifles. ,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/29/2021,31,23.07.2021 - 29.07.2021,11:00,BORNO,NGANZAI,ABBARI,,12.50603199,13.31987286,"A male civilian recovered his tractor which OAG had confiscated in Abbari on 27.07.2021. Reportedly, he was able to recover the tractor without paying ransom the operatives had demanded. ",Asset recovery,Recover / Seize,Armed Conflict,Civilians,OAG,0
7/30/2021,31,30.07.2021 - 05.08.2021,00:00,BORNO,BIU,MANDARAGIRAU,,10.69419956,12.32929993,"Criminals armed with handguns infiltrated the town, fired several warning shots into the air and rustled cattle from a private residence.",Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/30/2021,31,30.07.2021 - 05.08.2021,02:00,BORNO,DAMBOA,DAMBOA,,11.15066433,12.75958252,Criminals burgled a private residence and stole foodstuff while the occupants were asleep.,Burglary,Theft,Criminality,Criminals,Civilians,0
7/30/2021,31,30.07.2021 - 05.08.2021,04:00,BORNO,MMC/Jere,ALAU,,11.72789955,13.27320004,"OAG operatives with rifles approached a GF/NA position and fired shots, prompting GF/NA to return fire. The exchange lasted for several minutes until the operatives retreated. No casualties were reported.",SAF attack,Attack,Armed Conflict,OAG,Government Forces,0
7/30/2021,31,30.07.2021 - 05.08.2021,07:00,BORNO,GWOZA,PULKA,,11.22495747,13.78128242,A female suspected to be an OAG family member approached a GF/CJTF position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/30/2021,31,30.07.2021 - 05.08.2021,08:00,BORNO,GWOZA,PULKA,,11.22495747,13.78128242,"Five suspected OAG family members: 3 females and 2 children, approached a GF/CJTF position and surrendered.",Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/30/2021,31,30.07.2021 - 05.08.2021,08:00,BORNO,KONDUGA,ALHAJIRI,KONDUGA - BAMA RD,11.53394985,13.61553001,GF/NA recovered an OAG road-planted IED and safely disposed of it via controlled detonation.,IED/UXO/ERW recovery,Rule,Armed Conflict,Government Forces,OAG,0
7/30/2021,31,30.07.2021 - 05.08.2021,09:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.93023968,12.5229702,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
7/30/2021,31,30.07.2021 - 05.08.2021,15:00,BORNO,KONDUGA,KONDUGA,,11.65331173,13.41786957,GF/NA fired one heavy artillery projectile towards Yale axis upon sighting a suspected OAG gathering.,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
7/30/2021,31,30.07.2021 - 05.08.2021,15:00,BORNO,NGANZAI,GASARWA,MONGUNO - GAJIRAM RD,12.61868954,13.33234024,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They carjacked a light truck ferrying foodstuff and abducted the driver.,IVCP,Theft,Terrorism,OAG,Civilians,0
7/30/2021,31,30.07.2021 - 05.08.2021,16:00,BORNO,KONDUGA,YALE,,11.70739937,13.70914936,GF/NAF conducted airstrikes against a suspected OAG gathering. The outcome was unknown.,Airstrike,Attack,Armed Conflict,Government Forces,OAG,0
7/30/2021,31,30.07.2021 - 05.08.2021,19:00,BORNO,MMC/Jere,ALAU,,11.72789955,13.27320004,GF/NA fired at least five heavy artillery projectiles towards the outskirts of the location upon sighting suspected OAG movements.,Artillery engagement,Attack,Armed Conflict,Government Forces,OAG,0
7/30/2021,31,30.07.2021 - 05.08.2021,U/N,ADAMAWA,MUBI SOUTH,MUGULBU,,10.19950294,13.22382927,"GF/NPF, acting on a tip-off, arrested a male criminal that had vandalized and stolen electrical cables and recovered some of the stolen items.",Arrest/Detention,Confine,Criminality,Government Forces,Criminals,0
7/31/2021,31,30.07.2021 - 05.08.2021,04:00,BORNO,MMC/Jere,MAIDUGURI,,11.79409981,13.14599991,"Criminals burgled a private residence and stole foodstuff, money and other valuables while the occupants were asleep.",Burglary,Theft,Criminality,Criminals,Civilians,0
7/31/2021,31,30.07.2021 - 05.08.2021,04:00,BORNO,ASKIRA/UBA,HUYIM TOWN,,10.7681427,13.14460754,GF/NA on patrol made contact with OAG operatives and exchanged fire with them until the operatives retreated. No casualties were reported.,Clearance operations,Attack,Armed Conflict,Government Forces,OAG,0
7/31/2021,31,30.07.2021 - 05.08.2021,05:00,BORNO,MAGUMERI,GAJIGANNA,,12.25699997,13.10859966,An unidentified explosive device went off when schoolchildren mistakenly set it on fire. The resulting blast injured eight pupils.,ERW explosion,Other Act,Armed Conflict,Unknown Actor,Civilians,0
7/31/2021,31,30.07.2021 - 05.08.2021,06:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,A male OAG operative approached a GF/NA position and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
7/31/2021,31,30.07.2021 - 05.08.2021,09:00,GOMBE,AKKO,KUMO,,10.0452776,11.21305561,Two groups of 'Kalare' gang members armed with knives and sticks clashed with each other over political issues during a rally. GF/NPF deployed and arrested six gang members while the others fled. ,Knife attack,Attack,Criminality,Criminals,Criminals,0
7/31/2021,31,30.07.2021 - 05.08.2021,10:00,YOBE,GUJBA,MAZA,GUBJA - BIU RD,11.05986023,12.04650974,Criminals armed with handguns set up an informal vehicle checkpoint along the road.  They fired shots at one vehicle that turned back upon sighting the VCP. The driver managed to escape but three passengers sustained gunshots injuries.,IVCP,Attack,Criminality,Criminals,Civilians,0
7/31/2021,31,30.07.2021 - 05.08.2021,10:00,BORNO,MOBBAR,MBANARI,DAMASAK - GUBIO RD,12.85769463,12.56609821,"OAG/ISWAP operatives with rifles ambushed a GF/NA convoy in transit along the road using direct fire and an IED. A GF/NA vehicle leading the convoy hit a road-planted IED and immediately after, the operatives engaged the convoy, prompting GF/NA to return fire. The operatives, reportedly, shot and killed one GF/NA member and injured two others while the explosion damaged the vehicle and injured two GF/NA members. Stray bullets also damaged a civilian vehicle in transit along the road at the time of the incident and injured at least two passengers. Concurrently, another group of OAG operatives ambushed a GF reinforcement team at Kareto while they were deploying to the scene. ISWAP claimed the attack via Amaq on 01.08.2021.",Ambush,Attack,Armed Conflict,OAG,Government Forces,0
7/31/2021,31,30.07.2021 - 05.08.2021,11:00,BORNO,KONDUGA,KALERI,,11.68389988,13.0614996,"GF/NA, acting on a tip-off, arrested five male suspected OAG logistics suppliers and seized a vehicle and several jerrycans of fuel from them.",Arrest/Detention,Confine,Armed Conflict,Government Forces,OAG,0
7/31/2021,31,30.07.2021 - 05.08.2021,11:00,BORNO,MOBBAR,KARETO,DAMASAK - GUBIO RD,12.88572979,12.50675011,"OAG/ISWAP operatives with rifles ambushed a GF/NA reinforcement team on its way to Mbanari to respond to an OAG/ISWAP ambush against a GF/NA convoy, prompting GF to return fire. During the armed clash, the operatives reportedly shot and killed three GF members and injured six others. ISWAP claimed the attack via an-Naba' on 06.08.2021.",Ambush,Attack,Armed Conflict,OAG,Government Forces,0
7/31/2021,31,30.07.2021 - 05.08.2021,12:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.9302702,12.5229702,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
7/31/2021,31,30.07.2021 - 05.08.2021,15:00,BORNO,GWOZA,GWOZA,,11.08308983,13.69416428,"A male criminal beat up a female IDP following a disagreement over her children. Shortly after, GF/NPF arrested the criminal.",Physical assault,Attack,Criminality,Criminals,Civilians,0
7/31/2021,31,30.07.2021 - 05.08.2021,19:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,‘Kalare’ gang members armed with machetes attacked and injured six male civilians that were sitting along a street. No robberies were reported.,Knife attack,Attack,Criminality,Criminals,Civilians,0
7/31/2021,31,30.07.2021 - 05.08.2021,20:00,BORNO,DIKWA,DIKWA,,12.03488064,13.91870022,GF/NA fired machine guns towards the outskirts of the town upon sighting suspected OAG movements.,Warning shots,Attack,Armed Conflict,Government Forces,OAG,0
7/31/2021,31,30.07.2021 - 05.08.2021,20:00,GOMBE,GOMBE,GOMBE,,10.28406715,11.16526794,Criminals armed with knives and machetes injured and robbed three male civilians of their mobile phones.,Armed robbery,Theft,Criminality,Criminals,Civilians,0
7/31/2021,31,30.07.2021 - 05.08.2021,U/N,YOBE,TARMUA,BABBAN GIDA,,12.10760021,11.75389957,"A 23-year-old man raped a three-year-old girl. Nearby civilians apprehended him, beat him up, and handed him over to GF/NPF.",SEA,Attack,Criminality,Criminals,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,01:00,YOBE,GUJBA,BUNI YADI,,11.27612495,12.00770664,"A male criminal entered three private residences and stole four mobile phones. While leaving the last house at about 0200hrs, vigilantes on patrol apprehended him, recovered the stolen items, and handed him over to GF/NPF.",Burglary,Theft,Criminality,Criminals,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,07:00,BORNO,GWOZA,PULKA,,11.22495747,13.78128242,A male OAG operative approached a GF/CJTF position on the outskirts of the town and surrendered.,Surrender,Rule,Armed Conflict,OAG,Government Forces,0
08/01/2021,32,30.07.2021 - 05.08.2021,08:00,BORNO,DAMBOA,WAJIROKO,DAMBOA - BIU RD,10.93023014,12.5229702,OAG operatives with rifles set up an informal vehicle checkpoint along the road. They stopped commercial vehicles in transit and asked for the passengers’ identifications before allowing them to continue their journey. No abductions or robberies were reported.,IVCP,Confine,Terrorism,OAG,Civilians,0
08/01/2021,32,30.07.2021 - 05.08.2021,11:00,BORNO,BAMA,BAMA,,11.52210331,13.6855793,"13 OAG operatives with 13 rifles approached a GF/NA position and surrendered. Reportedly, they had earlier sent farmers to inform GF about the time of their planned surrender.",Surrender,Rule,Armed Conflict,OAG,Government Forces,0
